timestamp,index,name,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.free [MiB],memory.total [MiB],power.draw [W],temperature.gpu
2024/01/24 05:00:00.000,2,NVIDIA V100-SXM2-32GB,3.5 %,2.8 %,1717 MiB,38819 MiB,40536 MiB,54.03 W,37
2024/01/24 05:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,783 MiB,39753 MiB,40536 MiB,50.10 W,36
2024/01/24 06:00:00.000,0,NVIDIA A100-SXM4-40GB,5.1 %,4.0 %,1977 MiB,38559 MiB,40536 MiB,77.20 W,38
2024/01/24 06:00:00.000,1,NVIDIA A100-SXM4-40GB,14.6 %,11.7 %,6524 MiB,34012 MiB,40536 MiB,109.56 W,42
2024/01/24 06:00:00.000,2,NVIDIA V100-SXM2-32GB,6.6 %,5.3 %,3141 MiB,37395 MiB,40536 MiB,61.84 W,38
2024/01/24 06:00:00.000,3,NVIDIA V100-SXM2-32GB,14.0 %,11.2 %,5244 MiB,35292 MiB,40536 MiB,80.66 W,42
2024/01/24 07:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1285 MiB,39251 MiB,40536 MiB,66.80 W,36
2024/01/24 07:00:00.000,1,NVIDIA A100-SXM4-40GB,12.6 %,10.1 %,4951 MiB,35585 MiB,40536 MiB,102.82 W,41
2024/01/24 07:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1878 MiB,38658 MiB,40536 MiB,50.10 W,36
2024/01/24 07:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,206 MiB,40330 MiB,40536 MiB,50.10 W,36
2024/01/24 08:00:00.000,0,NVIDIA A100-SXM4-40GB,14.1 %,11.3 %,4281 MiB,36255 MiB,40536 MiB,107.87 W,42
2024/01/24 08:00:00.000,1,NVIDIA A100-SXM4-40GB,16.4 %,13.2 %,7330 MiB,33206 MiB,40536 MiB,115.90 W,43
2024/01/24 08:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,3503 MiB,37033 MiB,40536 MiB,50.10 W,36
2024/01/24 08:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,366 MiB,40170 MiB,40536 MiB,50.16 W,36
2024/01/24 09:00:00.000,0,NVIDIA A100-SXM4-40GB,78.5 %,62.8 %,30795 MiB,9741 MiB,40536 MiB,326.92 W,74
2024/01/24 09:00:00.000,1,NVIDIA A100-SXM4-40GB,67.1 %,53.7 %,26187 MiB,14349 MiB,40536 MiB,288.21 W,69
2024/01/24 09:00:00.000,2,NVIDIA V100-SXM2-32GB,56.1 %,44.9 %,21152 MiB,19384 MiB,40536 MiB,188.10 W,63
2024/01/24 09:00:00.000,3,NVIDIA V100-SXM2-32GB,8.1 %,6.5 %,1549 MiB,38987 MiB,40536 MiB,65.68 W,39
2024/01/24 10:00:00.000,0,NVIDIA A100-SXM4-40GB,73.3 %,58.6 %,29316 MiB,11220 MiB,40536 MiB,309.17 W,72
2024/01/24 10:00:00.000,1,NVIDIA A100-SXM4-40GB,59.4 %,47.5 %,23508 MiB,17028 MiB,40536 MiB,261.82 W,65
2024/01/24 10:00:00.000,2,NVIDIA V100-SXM2-32GB,46.8 %,37.5 %,19362 MiB,21174 MiB,40536 MiB,164.39 W,58
2024/01/24 10:00:00.000,3,NVIDIA V100-SXM2-32GB,17.8 %,14.3 %,7115 MiB,33421 MiB,40536 MiB,90.45 W,44
2024/01/24 11:00:00.000,0,NVIDIA A100-SXM4-40GB,70.9 %,56.8 %,27877 MiB,12659 MiB,40536 MiB,301.23 W,70
2024/01/24 11:00:00.000,1,NVIDIA A100-SXM4-40GB,68.7 %,55.0 %,27544 MiB,12992 MiB,40536 MiB,293.61 W,69
2024/01/24 11:00:00.000,2,NVIDIA V100-SXM2-32GB,51.2 %,40.9 %,20524 MiB,20012 MiB,40536 MiB,175.48 W,61
2024/01/24 11:00:00.000,3,NVIDIA V100-SXM2-32GB,6.5 %,5.2 %,1615 MiB,38921 MiB,40536 MiB,61.50 W,38
2024/01/24 12:00:00.000,0,NVIDIA A100-SXM4-40GB,78.2 %,62.5 %,31953 MiB,8583 MiB,40536 MiB,325.73 W,74
2024/01/24 12:00:00.000,1,NVIDIA A100-SXM4-40GB,76.0 %,60.8 %,29801 MiB,10735 MiB,40536 MiB,318.48 W,73
2024/01/24 12:00:00.000,2,NVIDIA V100-SXM2-32GB,40.7 %,32.6 %,15612 MiB,24924 MiB,40536 MiB,148.76 W,55
2024/01/24 12:00:00.000,3,NVIDIA V100-SXM2-32GB,2.8 %,2.3 %,353 MiB,40183 MiB,40536 MiB,52.22 W,36
2024/01/24 13:00:00.000,0,NVIDIA A100-SXM4-40GB,79.4 %,63.6 %,31771 MiB,8765 MiB,40536 MiB,330.12 W,75
2024/01/24 13:00:00.000,1,NVIDIA A100-SXM4-40GB,86.4 %,69.1 %,33449 MiB,7087 MiB,40536 MiB,353.69 W,78
2024/01/24 13:00:00.000,2,NVIDIA V100-SXM2-32GB,49.4 %,39.5 %,20533 MiB,20003 MiB,40536 MiB,170.89 W,60
2024/01/24 13:00:00.000,3,NVIDIA V100-SXM2-32GB,8.5 %,6.8 %,1591 MiB,38945 MiB,40536 MiB,66.80 W,39
2024/01/24 14:00:00.000,0,NVIDIA A100-SXM4-40GB,73.5 %,58.8 %,29610 MiB,10926 MiB,40536 MiB,309.79 W,72
2024/01/24 14:00:00.000,1,NVIDIA A100-SXM4-40GB,65.7 %,52.6 %,27405 MiB,13131 MiB,40536 MiB,283.46 W,68
2024/01/24 14:00:00.000,2,NVIDIA V100-SXM2-32GB,46.1 %,36.9 %,17356 MiB,23180 MiB,40536 MiB,162.66 W,58
2024/01/24 14:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1129 MiB,39407 MiB,40536 MiB,50.10 W,36
2024/01/24 15:00:00.000,0,NVIDIA A100-SXM4-40GB,75.3 %,60.3 %,31175 MiB,9361 MiB,40536 MiB,316.13 W,73
2024/01/24 15:00:00.000,1,NVIDIA A100-SXM4-40GB,73.8 %,59.0 %,29903 MiB,10633 MiB,40536 MiB,310.94 W,72
2024/01/24 15:00:00.000,2,NVIDIA V100-SXM2-32GB,46.7 %,37.4 %,17517 MiB,23019 MiB,40536 MiB,164.08 W,58
2024/01/24 15:00:00.000,3,NVIDIA V100-SXM2-32GB,3.2 %,2.6 %,2600 MiB,37936 MiB,40536 MiB,53.17 W,37
2024/01/24 16:00:00.000,0,NVIDIA A100-SXM4-40GB,77.7 %,62.2 %,31255 MiB,9281 MiB,40536 MiB,324.23 W,74
2024/01/24 16:00:00.000,1,NVIDIA A100-SXM4-40GB,72.4 %,57.9 %,28355 MiB,12181 MiB,40536 MiB,306.08 W,71
2024/01/24 16:00:00.000,2,NVIDIA V100-SXM2-32GB,45.4 %,36.3 %,17110 MiB,23426 MiB,40536 MiB,160.65 W,58
2024/01/24 16:00:00.000,3,NVIDIA V100-SXM2-32GB,9.5 %,7.6 %,2340 MiB,38196 MiB,40536 MiB,69.20 W,40
2024/01/24 17:00:00.000,0,NVIDIA A100-SXM4-40GB,70.1 %,56.1 %,28822 MiB,11714 MiB,40536 MiB,298.27 W,70
2024/01/24 17:00:00.000,1,NVIDIA A100-SXM4-40GB,72.1 %,57.6 %,27250 MiB,13286 MiB,40536 MiB,304.99 W,71
2024/01/24 17:00:00.000,2,NVIDIA V100-SXM2-32GB,38.6 %,30.9 %,16871 MiB,23665 MiB,40536 MiB,143.55 W,54
2024/01/24 17:00:00.000,3,NVIDIA V100-SXM2-32GB,8.5 %,6.8 %,3649 MiB,36887 MiB,40536 MiB,66.75 W,39
2024/01/24 18:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,126 MiB,40410 MiB,40536 MiB,66.80 W,36
2024/01/24 18:00:00.000,1,NVIDIA A100-SXM4-40GB,2.5 %,2.0 %,2136 MiB,38400 MiB,40536 MiB,68.58 W,36
2024/01/24 18:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,528 MiB,40008 MiB,40536 MiB,50.10 W,36
2024/01/24 18:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,170 MiB,40366 MiB,40536 MiB,50.10 W,36
2024/01/24 19:00:00.000,0,NVIDIA A100-SXM4-40GB,2.3 %,1.8 %,2470 MiB,38066 MiB,40536 MiB,67.80 W,36
2024/01/24 19:00:00.000,1,NVIDIA A100-SXM4-40GB,13.7 %,10.9 %,4476 MiB,36060 MiB,40536 MiB,106.46 W,42
2024/01/24 19:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1456 MiB,39080 MiB,40536 MiB,50.10 W,36
2024/01/24 19:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1253 MiB,39283 MiB,40536 MiB,50.10 W,36
2024/01/24 20:00:00.000,0,NVIDIA A100-SXM4-40GB,10.5 %,8.4 %,4043 MiB,36493 MiB,40536 MiB,95.62 W,40
2024/01/24 20:00:00.000,1,NVIDIA A100-SXM4-40GB,5.8 %,4.6 %,1653 MiB,38883 MiB,40536 MiB,79.56 W,38
2024/01/24 20:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,778 MiB,39758 MiB,40536 MiB,50.10 W,36
2024/01/24 20:00:00.000,3,NVIDIA V100-SXM2-32GB,3.2 %,2.6 %,2522 MiB,38014 MiB,40536 MiB,53.16 W,37
2024/01/24 21:00:00.000,0,NVIDIA A100-SXM4-40GB,4.1 %,3.3 %,1276 MiB,39260 MiB,40536 MiB,74.05 W,37
2024/01/24 21:00:00.000,1,NVIDIA A100-SXM4-40GB,9.1 %,7.3 %,2751 MiB,37785 MiB,40536 MiB,91.09 W,40
2024/01/24 21:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2069 MiB,38467 MiB,40536 MiB,50.10 W,36
2024/01/24 21:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/24 22:00:00.000,0,NVIDIA A100-SXM4-40GB,5.1 %,4.0 %,1484 MiB,39052 MiB,40536 MiB,77.20 W,38
2024/01/24 22:00:00.000,1,NVIDIA A100-SXM4-40GB,3.7 %,3.0 %,3124 MiB,37412 MiB,40536 MiB,72.57 W,37
2024/01/24 22:00:00.000,2,NVIDIA V100-SXM2-32GB,7.9 %,6.3 %,3580 MiB,36956 MiB,40536 MiB,65.19 W,39
2024/01/24 22:00:00.000,3,NVIDIA V100-SXM2-32GB,3.5 %,2.8 %,2896 MiB,37640 MiB,40536 MiB,54.03 W,37
2024/01/24 23:00:00.000,0,NVIDIA A100-SXM4-40GB,16.7 %,13.4 %,7435 MiB,33101 MiB,40536 MiB,116.85 W,43
2024/01/24 23:00:00.000,1,NVIDIA A100-SXM4-40GB,7.1 %,5.7 %,3524 MiB,37012 MiB,40536 MiB,84.13 W,39
2024/01/24 23:00:00.000,2,NVIDIA V100-SXM2-32GB,8.6 %,6.9 %,3810 MiB,36726 MiB,40536 MiB,66.89 W,39
2024/01/24 23:00:00.000,3,NVIDIA V100-SXM2-32GB,3.1 %,2.5 %,1143 MiB,39393 MiB,40536 MiB,52.81 W,37
2024/01/25 00:00:00.000,0,NVIDIA A100-SXM4-40GB,11.0 %,8.8 %,4833 MiB,35703 MiB,40536 MiB,97.47 W,41
2024/01/25 00:00:00.000,1,NVIDIA A100-SXM4-40GB,7.5 %,6.0 %,2761 MiB,37775 MiB,40536 MiB,85.57 W,39
2024/01/25 00:00:00.000,2,NVIDIA V100-SXM2-32GB,6.4 %,5.1 %,279 MiB,40257 MiB,40536 MiB,61.24 W,38
2024/01/25 00:00:00.000,3,NVIDIA V100-SXM2-32GB,5.3 %,4.2 %,3246 MiB,37290 MiB,40536 MiB,58.45 W,38
2024/01/25 01:00:00.000,0,NVIDIA A100-SXM4-40GB,13.7 %,11.0 %,5206 MiB,35330 MiB,40536 MiB,106.55 W,42
2024/01/25 01:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1625 MiB,38911 MiB,40536 MiB,66.80 W,36
2024/01/25 01:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,244 MiB,40292 MiB,40536 MiB,50.10 W,36
2024/01/25 01:00:00.000,3,NVIDIA V100-SXM2-32GB,7.2 %,5.8 %,2005 MiB,38531 MiB,40536 MiB,63.40 W,39
2024/01/25 02:00:00.000,0,NVIDIA A100-SXM4-40GB,9.9 %,7.9 %,2873 MiB,37663 MiB,40536 MiB,93.53 W,40
2024/01/25 02:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1127 MiB,39409 MiB,40536 MiB,66.80 W,36
2024/01/25 02:00:00.000,2,NVIDIA V100-SXM2-32GB,2.8 %,2.2 %,2013 MiB,38523 MiB,40536 MiB,52.13 W,36
2024/01/25 02:00:00.000,3,NVIDIA V100-SXM2-32GB,6.1 %,4.9 %,3006 MiB,37530 MiB,40536 MiB,60.58 W,38
2024/01/25 03:00:00.000,0,NVIDIA A100-SXM4-40GB,10.4 %,8.3 %,4113 MiB,36423 MiB,40536 MiB,95.22 W,40
2024/01/25 03:00:00.000,1,NVIDIA A100-SXM4-40GB,11.0 %,8.8 %,4297 MiB,36239 MiB,40536 MiB,97.26 W,40
2024/01/25 03:00:00.000,2,NVIDIA V100-SXM2-32GB,9.2 %,7.4 %,5111 MiB,35425 MiB,40536 MiB,68.50 W,40
2024/01/25 03:00:00.000,3,NVIDIA V100-SXM2-32GB,3.8 %,3.0 %,1697 MiB,38839 MiB,40536 MiB,54.66 W,37
2024/01/25 04:00:00.000,0,NVIDIA A100-SXM4-40GB,8.4 %,6.7 %,4647 MiB,35889 MiB,40536 MiB,88.63 W,39
2024/01/25 04:00:00.000,1,NVIDIA A100-SXM4-40GB,14.0 %,11.2 %,3412 MiB,37124 MiB,40536 MiB,107.51 W,42
2024/01/25 04:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,36 MiB,40500 MiB,40536 MiB,50.10 W,36
2024/01/25 04:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,661 MiB,39875 MiB,40536 MiB,50.10 W,36
2024/01/25 05:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,428 MiB,40108 MiB,40536 MiB,66.80 W,36
2024/01/25 05:00:00.000,1,NVIDIA A100-SXM4-40GB,10.3 %,8.2 %,6614 MiB,33922 MiB,40536 MiB,94.90 W,40
2024/01/25 05:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1526 MiB,39010 MiB,40536 MiB,50.10 W,36
2024/01/25 05:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,543 MiB,39993 MiB,40536 MiB,50.10 W,36
2024/01/25 06:00:00.000,0,NVIDIA A100-SXM4-40GB,10.1 %,8.1 %,4726 MiB,35810 MiB,40536 MiB,94.28 W,40
2024/01/25 06:00:00.000,1,NVIDIA A100-SXM4-40GB,4.3 %,3.5 %,1368 MiB,39168 MiB,40536 MiB,74.74 W,37
2024/01/25 06:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,840 MiB,39696 MiB,40536 MiB,50.10 W,36
2024/01/25 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1165 MiB,39371 MiB,40536 MiB,50.10 W,36
2024/01/25 07:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,967 MiB,39569 MiB,40536 MiB,66.80 W,36
2024/01/25 07:00:00.000,1,NVIDIA A100-SXM4-40GB,9.8 %,7.8 %,3926 MiB,36610 MiB,40536 MiB,93.16 W,40
2024/01/25 07:00:00.000,2,NVIDIA V100-SXM2-32GB,3.5 %,2.8 %,2024 MiB,38512 MiB,40536 MiB,53.95 W,37
2024/01/25 07:00:00.000,3,NVIDIA V100-SXM2-32GB,4.0 %,3.2 %,2810 MiB,37726 MiB,40536 MiB,55.32 W,37
2024/01/25 08:00:00.000,0,NVIDIA A100-SXM4-40GB,9.1 %,7.3 %,4234 MiB,36302 MiB,40536 MiB,90.89 W,40
2024/01/25 08:00:00.000,1,NVIDIA A100-SXM4-40GB,21.2 %,16.9 %,9314 MiB,31222 MiB,40536 MiB,132.02 W,46
2024/01/25 08:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1844 MiB,38692 MiB,40536 MiB,50.10 W,36
2024/01/25 08:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1866 MiB,38670 MiB,40536 MiB,50.10 W,36
2024/01/25 09:00:00.000,0,NVIDIA A100-SXM4-40GB,68.7 %,54.9 %,28211 MiB,12325 MiB,40536 MiB,293.42 W,69
2024/01/25 09:00:00.000,1,NVIDIA A100-SXM4-40GB,66.5 %,53.2 %,26732 MiB,13804 MiB,40536 MiB,285.96 W,68
2024/01/25 09:00:00.000,2,NVIDIA V100-SXM2-32GB,43.3 %,34.6 %,16976 MiB,23560 MiB,40536 MiB,155.43 W,57
2024/01/25 09:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/25 10:00:00.000,0,NVIDIA A100-SXM4-40GB,72.2 %,57.8 %,29598 MiB,10938 MiB,40536 MiB,305.61 W,71
2024/01/25 10:00:00.000,1,NVIDIA A100-SXM4-40GB,74.9 %,59.9 %,31979 MiB,8557 MiB,40536 MiB,314.54 W,72
2024/01/25 10:00:00.000,2,NVIDIA V100-SXM2-32GB,44.5 %,35.6 %,18872 MiB,21664 MiB,40536 MiB,158.47 W,57
2024/01/25 10:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,185 MiB,40351 MiB,40536 MiB,50.14 W,36
2024/01/25 11:00:00.000,0,NVIDIA A100-SXM4-40GB,79.3 %,63.4 %,29879 MiB,10657 MiB,40536 MiB,329.56 W,75
2024/01/25 11:00:00.000,1,NVIDIA A100-SXM4-40GB,68.8 %,55.1 %,27119 MiB,13417 MiB,40536 MiB,294.02 W,69
2024/01/25 11:00:00.000,2,NVIDIA V100-SXM2-32GB,46.7 %,37.4 %,20268 MiB,20268 MiB,40536 MiB,164.11 W,58
2024/01/25 11:00:00.000,3,NVIDIA V100-SXM2-32GB,10.2 %,8.2 %,5223 MiB,35313 MiB,40536 MiB,71.08 W,40
2024/01/25 12:00:00.000,0,NVIDIA A100-SXM4-40GB,78.4 %,62.8 %,30370 MiB,10166 MiB,40536 MiB,326.70 W,74
2024/01/25 12:00:00.000,1,NVIDIA A100-SXM4-40GB,73.1 %,58.5 %,29754 MiB,10782 MiB,40536 MiB,308.55 W,72
2024/01/25 12:00:00.000,2,NVIDIA V100-SXM2-32GB,42.4 %,33.9 %,16584 MiB,23952 MiB,40536 MiB,153.01 W,56
2024/01/25 12:00:00.000,3,NVIDIA V100-SXM2-32GB,5.4 %,4.3 %,0 MiB,40536 MiB,40536 MiB,58.67 W,38
2024/01/25 13:00:00.000,0,NVIDIA A100-SXM4-40GB,74.2 %,59.4 %,30188 MiB,10348 MiB,40536 MiB,312.26 W,72
2024/01/25 13:00:00.000,1,NVIDIA A100-SXM4-40GB,81.9 %,65.5 %,31531 MiB,9005 MiB,40536 MiB,338.48 W,76
2024/01/25 13:00:00.000,2,NVIDIA V100-SXM2-32GB,50.1 %,40.1 %,20691 MiB,19845 MiB,40536 MiB,172.86 W,60
2024/01/25 13:00:00.000,3,NVIDIA V100-SXM2-32GB,5.7 %,4.6 %,2357 MiB,38179 MiB,40536 MiB,59.51 W,38
2024/01/25 14:00:00.000,0,NVIDIA A100-SXM4-40GB,73.1 %,58.5 %,28742 MiB,11794 MiB,40536 MiB,308.56 W,72
2024/01/25 14:00:00.000,1,NVIDIA A100-SXM4-40GB,75.4 %,60.3 %,29396 MiB,11140 MiB,40536 MiB,316.48 W,73
2024/01/25 14:00:00.000,2,NVIDIA V100-SXM2-32GB,41.1 %,32.9 %,16845 MiB,23691 MiB,40536 MiB,149.75 W,56
2024/01/25 14:00:00.000,3,NVIDIA V100-SXM2-32GB,5.0 %,4.0 %,848 MiB,39688 MiB,40536 MiB,57.82 W,38
2024/01/25 15:00:00.000,0,NVIDIA A100-SXM4-40GB,72.8 %,58.3 %,28633 MiB,11903 MiB,40536 MiB,307.56 W,71
2024/01/25 15:00:00.000,1,NVIDIA A100-SXM4-40GB,66.2 %,53.0 %,26099 MiB,14437 MiB,40536 MiB,285.05 W,68
2024/01/25 15:00:00.000,2,NVIDIA V100-SXM2-32GB,44.3 %,35.4 %,18515 MiB,22021 MiB,40536 MiB,157.93 W,57
2024/01/25 15:00:00.000,3,NVIDIA V100-SXM2-32GB,13.2 %,10.5 %,4684 MiB,35852 MiB,40536 MiB,78.59 W,42
2024/01/25 16:00:00.000,0,NVIDIA A100-SXM4-40GB,81.6 %,65.2 %,34497 MiB,6039 MiB,40536 MiB,337.30 W,76
2024/01/25 16:00:00.000,1,NVIDIA A100-SXM4-40GB,71.1 %,56.8 %,27571 MiB,12965 MiB,40536 MiB,301.59 W,71
2024/01/25 16:00:00.000,2,NVIDIA V100-SXM2-32GB,46.6 %,37.2 %,20409 MiB,20127 MiB,40536 MiB,163.72 W,58
2024/01/25 16:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1474 MiB,39062 MiB,40536 MiB,50.10 W,36
2024/01/25 17:00:00.000,0,NVIDIA A100-SXM4-40GB,64.1 %,51.3 %,24859 MiB,15677 MiB,40536 MiB,277.83 W,67
2024/01/25 17:00:00.000,1,NVIDIA A100-SXM4-40GB,70.1 %,56.1 %,29956 MiB,10580 MiB,40536 MiB,298.42 W,70
2024/01/25 17:00:00.000,2,NVIDIA V100-SXM2-32GB,43.4 %,34.7 %,17946 MiB,22590 MiB,40536 MiB,155.64 W,57
2024/01/25 17:00:00.000,3,NVIDIA V100-SXM2-32GB,5.6 %,4.5 %,2586 MiB,37950 MiB,40536 MiB,59.22 W,38
2024/01/25 18:00:00.000,0,NVIDIA A100-SXM4-40GB,16.0 %,12.8 %,6802 MiB,33734 MiB,40536 MiB,114.44 W,43
2024/01/25 18:00:00.000,1,NVIDIA A100-SXM4-40GB,8.6 %,6.9 %,4940 MiB,35596 MiB,40536 MiB,89.15 W,39
2024/01/25 18:00:00.000,2,NVIDIA V100-SXM2-32GB,5.7 %,4.6 %,4156 MiB,36380 MiB,40536 MiB,59.63 W,38
2024/01/25 18:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1469 MiB,39067 MiB,40536 MiB,50.10 W,36
2024/01/25 19:00:00.000,0,NVIDIA A100-SXM4-40GB,3.6 %,2.9 %,204 MiB,40332 MiB,40536 MiB,72.12 W,37
2024/01/25 19:00:00.000,1,NVIDIA A100-SXM4-40GB,3.7 %,3.0 %,752 MiB,39784 MiB,40536 MiB,72.74 W,37
2024/01/25 19:00:00.000,2,NVIDIA V100-SXM2-32GB,7.6 %,6.1 %,2137 MiB,38399 MiB,40536 MiB,64.42 W,39
2024/01/25 19:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1245 MiB,39291 MiB,40536 MiB,50.10 W,36
2024/01/25 20:00:00.000,0,NVIDIA A100-SXM4-40GB,6.9 %,5.5 %,2427 MiB,38109 MiB,40536 MiB,83.46 W,38
2024/01/25 20:00:00.000,1,NVIDIA A100-SXM4-40GB,5.1 %,4.1 %,1556 MiB,38980 MiB,40536 MiB,77.25 W,38
2024/01/25 20:00:00.000,2,NVIDIA V100-SXM2-32GB,8.2 %,6.6 %,4836 MiB,35700 MiB,40536 MiB,65.91 W,39
2024/01/25 20:00:00.000,3,NVIDIA V100-SXM2-32GB,5.8 %,4.6 %,2240 MiB,38296 MiB,40536 MiB,59.69 W,38
2024/01/25 21:00:00.000,0,NVIDIA A100-SXM4-40GB,3.1 %,2.5 %,1759 MiB,38777 MiB,40536 MiB,70.59 W,37
2024/01/25 21:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1438 MiB,39098 MiB,40536 MiB,66.80 W,36
2024/01/25 21:00:00.000,2,NVIDIA V100-SXM2-32GB,5.0 %,4.0 %,3770 MiB,36766 MiB,40536 MiB,57.70 W,37
2024/01/25 21:00:00.000,3,NVIDIA V100-SXM2-32GB,3.4 %,2.7 %,309 MiB,40227 MiB,40536 MiB,53.64 W,37
2024/01/25 22:00:00.000,0,NVIDIA A100-SXM4-40GB,7.3 %,5.8 %,1996 MiB,38540 MiB,40536 MiB,84.83 W,39
2024/01/25 22:00:00.000,1,NVIDIA A100-SXM4-40GB,7.2 %,5.7 %,3692 MiB,36844 MiB,40536 MiB,84.38 W,39
2024/01/25 22:00:00.000,2,NVIDIA V100-SXM2-32GB,5.4 %,4.3 %,1671 MiB,38865 MiB,40536 MiB,58.77 W,38
2024/01/25 22:00:00.000,3,NVIDIA V100-SXM2-32GB,2.1 %,1.7 %,0 MiB,40536 MiB,40536 MiB,50.39 W,36
2024/01/25 23:00:00.000,0,NVIDIA A100-SXM4-40GB,8.1 %,6.5 %,5272 MiB,35264 MiB,40536 MiB,87.45 W,39
2024/01/25 23:00:00.000,1,NVIDIA A100-SXM4-40GB,8.3 %,6.6 %,2170 MiB,38366 MiB,40536 MiB,88.12 W,39
2024/01/25 23:00:00.000,2,NVIDIA V100-SXM2-32GB,9.5 %,7.6 %,3951 MiB,36585 MiB,40536 MiB,69.12 W,40
2024/01/25 23:00:00.000,3,NVIDIA V100-SXM2-32GB,5.6 %,4.5 %,1864 MiB,38672 MiB,40536 MiB,59.31 W,38
2024/01/26 00:00:00.000,0,NVIDIA A100-SXM4-40GB,6.8 %,5.4 %,1968 MiB,38568 MiB,40536 MiB,83.11 W,38
2024/01/26 00:00:00.000,1,NVIDIA A100-SXM4-40GB,2.8 %,2.3 %,1466 MiB,39070 MiB,40536 MiB,69.59 W,36
2024/01/26 00:00:00.000,2,NVIDIA V100-SXM2-32GB,7.4 %,5.9 %,1595 MiB,38941 MiB,40536 MiB,63.80 W,39
2024/01/26 00:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2195 MiB,38341 MiB,40536 MiB,50.10 W,36
2024/01/26 01:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,735 MiB,39801 MiB,40536 MiB,66.80 W,36
2024/01/26 01:00:00.000,1,NVIDIA A100-SXM4-40GB,7.4 %,5.9 %,1421 MiB,39115 MiB,40536 MiB,84.99 W,39
2024/01/26 01:00:00.000,2,NVIDIA V100-SXM2-32GB,8.7 %,7.0 %,2323 MiB,38213 MiB,40536 MiB,67.18 W,39
2024/01/26 01:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/26 02:00:00.000,0,NVIDIA A100-SXM4-40GB,12.8 %,10.2 %,5682 MiB,34854 MiB,40536 MiB,103.45 W,41
2024/01/26 02:00:00.000,1,NVIDIA A100-SXM4-40GB,4.3 %,3.4 %,1416 MiB,39120 MiB,40536 MiB,74.52 W,37
2024/01/26 02:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2009 MiB,38527 MiB,40536 MiB,50.10 W,36
2024/01/26 02:00:00.000,3,NVIDIA V100-SXM2-32GB,3.8 %,3.0 %,2303 MiB,38233 MiB,40536 MiB,54.71 W,37
2024/01/26 03:00:00.000,0,NVIDIA A100-SXM4-40GB,7.5 %,6.0 %,2657 MiB,37879 MiB,40536 MiB,85.41 W,39
